CustomerID,CreditScore,Age,TenureMonths,Balance,NumOfProducts,HasCreditCard,IsActiveMember,MonthsInactive,DependentCount,EstimatedSalary,Geography,Gender,EducationLevel,MaritalStatus,CustomerChurn
100683,607,74,74,98017,3,1,1,6,4,56102,France,Female,Bachelor,Married,No
100684,846,34,127,31513,1,0,1,0,1,46162,Germany,Female,High School,Single,Yes
100685,825,21,71,25894,4,1,1,8,4,13092,Spain,Female,High School,Single,No
100686,733,65,154,29845,2,1,0,9,0,86267,France,Male,Bachelor,Married,No
100687,509,69,39,178643,1,1,1,5,4,54309,Spain,Male,High School,Divorced,Yes
100688,824,64,25,94945,4,1,1,10,1,57556,France,Male,Bachelor,Single,No
100689,689,42,26,61272,2,0,1,0,1,66421,Germany,Male,Bachelor,Single,No
100690,501,38,82,17158,1,0,1,9,3,97246,Spain,Male,Bachelor,Single,No
100691,745,54,127,9027,1,0,0,5,3,55483,France,Female,High School,Married,No
100692,527,55,177,127191,4,0,1,4,3,59691,France,Female,Bachelor,Married,Yes
100693,512,66,169,27502,3,0,1,11,4,79373,France,Female,High School,Single,Yes
100694,729,18,156,16339,1,1,1,4,1,54418,Germany,Male,Bachelor,Single,No
100695,382,42,166,31831,1,0,1,4,0,43376,France,Female,High School,Married,No
100696,766,68,168,124959,4,1,0,3,2,16233,Germany,Male,Bachelor,Married,Yes
100697,794,53,32,24475,3,0,0,6,1,86726,France,Female,Bachelor,Married,Yes
100698,528,34,96,41350,2,1,1,8,3,64775,Spain,Male,Bachelor,Single,No
100699,776,58,110,81219,3,1,0,3,3,70921,Spain,Female,Bachelor,Married,No
100700,450,41,15,27855,3,1,0,1,4,50277,Germany,Male,Bachelor,Married,No
100701,617,19,22,13299,4,1,1,1,3,73595,Spain,Female,High School,Married,No
100702,672,57,134,260385,3,1,1,1,4,48324,France,Male,Bachelor,Married,No
100703,414,32,25,156831,4,1,0,6,0,63253,Germany,Female,PhD,Married,Yes
100704,766,49,95,92728,2,1,0,3,3,62156,Spain,Female,High School,Married,No
100705,517,56,11,58298,1,0,1,3,4,82587,France,Female,High School,Single,No
100706,679,23,71,17468,1,1,0,0,3,72940,Germany,Male,High School,Divorced,Yes
100707,392,18,132,122330,4,0,0,3,4,47469,Germany,Male,Bachelor,Divorced,Yes
100708,393,64,105,16118,4,1,0,5,1,72026,France,Female,High School,Married,Yes
100709,634,40,116,80675,3,1,1,1,4,52658,Germany,Female,Master,Single,No
100710,746,56,176,125209,3,0,1,3,2,43755,Spain,Female,Bachelor,Single,No
100711,361,74,25,46191,1,0,0,10,0,71020,France,Male,High School,Married,No
100712,444,34,132,81242,1,0,0,6,1,63880,France,Male,PhD,Divorced,Yes
100713,651,51,21,78438,1,1,1,8,0,36081,Germany,Female,High School,Single,No
100714,735,58,12,10731,4,1,1,1,1,49696,Spain,Female,High School,Married,No
100715,602,46,155,55120,2,0,1,7,3,74908,France,Male,High School,Married,No
100716,848,26,160,4906,2,1,0,5,4,67782,France,Male,High School,Single,No
100717,591,30,106,35449,4,1,0,7,3,68621,Spain,Male,Master,Married,No
100718,384,23,22,8851,3,0,1,1,0,96907,Germany,Female,High School,Married,No
100719,564,23,96,26923,2,0,1,10,0,79920,France,Male,Bachelor,Single,No
100720,686,37,17,89483,3,1,0,0,1,57664,France,Male,Master,Single,Yes
100721,439,69,116,217790,1,0,1,6,0,51921,France,Female,High School,Single,Yes
100722,613,70,29,19133,1,0,0,8,4,46397,Germany,Male,Bachelor,Divorced,Yes
100723,442,20,25,37960,3,1,1,8,0,50804,Germany,Male,Bachelor,Married,Yes
100724,759,34,143,35800,1,1,1,1,3,28017,France,Female,Master,Married,No
100725,807,66,38,154394,4,1,1,3,4,35678,Spain,Male,High School,Married,No
100726,439,29,160,32560,3,1,1,0,0,73155,France,Female,High School,Divorced,No
100727,767,65,153,60050,3,1,1,10,2,90696,Germany,Female,Master,Single,No
100728,464,64,175,127417,3,1,0,6,2,61105,Spain,Female,High School,Single,Yes
100729,454,62,165,23371,2,0,0,1,3,45948,France,Female,High School,Single,Yes
100730,740,72,129,116202,3,0,0,3,1,-8090,France,Male,Bachelor,Divorced,No
100731,545,18,112,124721,3,1,0,11,1,94077,France,Female,High School,Married,No
100732,663,34,133,133438,3,0,0,1,0,33230,France,Male,Bachelor,Married,No
100733,463,20,45,15766,2,0,1,0,4,30558,France,Male,Master,Single,No
100734,842,43,49,25571,1,1,1,6,1,54051,Germany,Male,Bachelor,Married,Yes
100735,424,32,165,102164,2,0,0,5,2,59153,Spain,Male,Bachelor,Single,Yes
100736,762,53,105,22249,4,1,0,1,1,60207,Germany,Female,High School,Married,No
100737,725,49,145,45846,3,1,0,3,2,42901,Germany,Male,Master,Single,No
100738,769,49,154,6281,4,0,0,11,1,68314,Germany,Male,Bachelor,Married,No
100739,566,21,168,2896,2,0,0,10,3,49565,Spain,Male,High School,Married,Yes
100740,626,35,71,26551,1,1,1,2,4,50061,France,Female,High School,Divorced,No
100741,598,66,73,43246,1,1,1,11,0,54426,Spain,Male,Master,Single,No
100742,513,36,16,24937,3,1,1,2,2,46462,France,Male,Bachelor,Married,No
100743,743,60,156,43106,1,1,1,2,1,34914,Germany,Male,Bachelor,Married,No
100744,706,69,69,36189,2,1,1,10,0,36220,France,Male,Bachelor,Single,Yes
100745,806,52,149,57872,2,1,0,3,2,37897,France,Female,High School,Married,Yes
100746,757,57,5,52424,1,1,0,0,2,69122,France,Female,High School,Married,No
100747,541,31,25,27604,3,1,1,0,3,67982,Germany,Female,Master,Single,No
100748,576,50,166,27669,3,1,1,6,1,54625,Spain,Female,Bachelor,Single,Yes
100749,526,31,139,7586,2,1,1,4,0,55618,Spain,Female,Bachelor,Single,No
100750,448,51,98,35999,1,1,0,2,1,83351,France,Male,High School,Married,No
100751,845,72,141,44237,2,1,1,8,1,70284,Spain,Female,High School,Single,No
100752,385,21,21,32360,2,1,0,4,4,91298,France,Female,High School,Single,No
100753,815,41,50,19705,4,1,1,9,2,48454,Germany,Male,High School,Married,No
100754,846,46,150,63944,2,0,1,2,2,36701,France,Female,Bachelor,Single,No
100755,836,36,175,3880,3,1,0,8,4,79938,Germany,Male,Bachelor,Single,Yes
100756,445,23,103,122927,1,0,1,0,4,59589,Germany,Female,High School,Single,No
100757,501,74,177,1043,1,0,1,8,1,43943,Germany,Male,PhD,Divorced,Yes
100758,500,50,88,163971,4,1,1,4,2,69776,Spain,Male,Bachelor,Single,No
100759,539,66,140,31028,4,1,0,5,0,45900,France,Female,Master,Single,No
100760,573,57,137,26608,3,0,1,1,3,73780,Spain,Male,High School,Single,No
100761,386,36,8,14816,4,0,0,7,4,69719,Germany,Female,High School,Single,Yes
100762,617,70,78,506,2,1,1,2,0,55481,Germany,Female,Bachelor,Married,Yes
100763,718,18,51,16065,2,1,1,0,0,26267,Spain,Female,High School,Divorced,No
100764,532,22,129,5793,3,0,0,6,1,41537,France,Female,High School,Married,Yes
100765,362,44,152,53914,1,0,0,11,4,90367,Spain,Male,High School,Married,No
100766,628,33,12,19215,3,0,0,2,0,94910,Germany,Male,High School,Single,No
100767,566,23,50,72874,4,0,0,3,3,111865,Spain,Male,Bachelor,Single,No
100768,704,57,33,11591,1,0,0,4,0,68008,France,Male,Bachelor,Single,No
100769,710,30,34,115247,1,1,0,0,3,38198,Germany,Male,High School,Married,No
100770,635,65,130,37010,1,0,0,10,3,86780,France,Female,High School,Married,Yes
100771,622,52,119,6080,4,0,1,10,3,54717,Spain,Male,Master,Single,Yes
100772,718,36,69,25612,2,1,1,8,4,46354,Germany,Male,High School,Single,No
100773,411,29,175,11582,2,1,1,6,3,66695,Spain,Male,Bachelor,Single,No
100774,433,33,146,11138,4,0,1,1,4,97939,France,Male,Master,Married,No
100775,717,60,66,35298,4,0,0,0,0,57894,France,Male,High School,Married,No
100776,566,27,102,55721,3,1,1,10,3,60340,Germany,Female,High School,Married,No
100777,691,42,72,121304,3,1,1,1,2,29357,France,Male,PhD,Married,Yes
100778,746,37,115,34874,2,1,0,2,0,62155,Germany,Female,High School,Single,No
100779,536,48,132,168833,4,1,1,11,2,73310,France,Female,High School,Divorced,No
100780,368,21,66,142052,3,1,1,2,2,58247,Spain,Male,Bachelor,Single,Yes
100781,526,61,138,100147,4,1,1,7,1,59730,France,Female,High School,Single,No
100782,449,40,120,34655,4,1,1,4,4,64503,France,Male,PhD,Married,Yes
100783,745,19,93,7594,2,0,1,8,1,39016,Germany,Male,High School,Single,No
100784,794,73,128,12289,2,1,0,2,4,14446,Spain,Male,Bachelor,Married,No
100785,582,39,90,52159,4,0,1,5,1,57934,Germany,Male,Bachelor,Married,No
100786,752,68,91,27388,1,0,0,3,0,55488,Germany,Male,Bachelor,Married,Yes
100787,425,74,62,7938,1,1,1,7,2,71400,France,Male,Bachelor,Single,Yes
100788,614,54,28,32600,4,0,1,11,0,107942,Spain,Female,PhD,Married,Yes
100789,804,25,11,879,2,0,1,0,4,85920,Spain,Male,Master,Married,No
100790,633,24,76,66193,1,1,0,3,2,18860,Spain,Female,High School,Married,No
100791,555,31,40,3821,2,1,0,6,2,110416,Spain,Female,Bachelor,Married,No
100792,572,73,129,49593,1,0,1,8,4,73280,France,Male,High School,Divorced,No
100793,733,72,36,78754,4,0,1,0,0,54706,Germany,Female,Bachelor,Divorced,Yes
100794,401,20,172,7115,3,0,0,7,2,89528,France,Female,High School,Married,Yes
100795,688,67,175,36557,3,0,0,1,0,8938,Germany,Female,Bachelor,Single,No
100796,716,33,23,75495,2,1,0,3,0,49109,Germany,Female,High School,Married,No
100797,493,72,98,15098,2,0,1,3,0,63942,Germany,Male,Bachelor,Single,No
100798,722,36,149,8892,1,1,1,7,2,61346,Germany,Male,High School,Married,No
100799,418,68,99,20535,4,0,0,10,3,90282,France,Female,Master,Single,No
100800,448,35,138,40450,1,1,1,1,1,83610,France,Male,Bachelor,Married,No
100801,745,69,57,42816,4,1,1,6,4,73642,France,Male,Master,Single,Yes
100802,374,33,173,7013,4,1,0,2,0,54461,Spain,Female,Bachelor,Divorced,No
100803,785,25,28,30585,2,1,1,8,2,79227,France,Female,PhD,Single,Yes
100804,728,50,162,15618,3,1,1,4,4,48039,Spain,Male,Bachelor,Single,No
100805,818,66,142,92266,3,1,0,11,3,75446,France,Male,Bachelor,Married,Yes
100806,833,29,59,18813,2,1,1,7,3,45420,Germany,Female,High School,Married,No
100807,402,70,94,91226,3,0,1,4,2,65884,Germany,Male,Bachelor,Married,Yes
100808,500,28,41,27980,2,0,0,0,0,30884,France,Female,High School,Divorced,Yes
100809,493,22,42,64838,1,0,0,8,3,80710,Spain,Male,High School,Married,Yes
100810,406,44,73,35674,4,0,0,9,3,51109,Germany,Female,Bachelor,Married,No
100811,388,29,176,48638,3,1,1,10,3,32619,Spain,Female,High School,Single,No
100812,458,34,159,25156,3,1,0,11,2,40727,France,Female,Bachelor,Married,No
100813,530,23,63,73095,1,1,1,6,4,53871,Germany,Male,High School,Single,Yes
100814,391,50,1,27686,1,0,1,3,1,41756,France,Male,High School,Married,No
100815,535,22,151,30575,3,0,1,6,2,74403,France,Female,High School,Married,No
100816,772,74,65,36457,3,0,1,4,0,54445,Germany,Female,High School,Married,No
100817,747,45,165,89137,2,1,0,9,2,78699,France,Male,High School,Divorced,Yes
100818,572,31,30,53849,2,1,1,8,2,54342,Spain,Male,Bachelor,Married,No
100819,471,22,114,21475,3,0,1,1,1,74342,France,Female,High School,Married,No
100820,482,71,25,55482,2,1,1,3,1,60180,Germany,Male,Master,Married,No
100821,512,73,28,51421,1,1,1,5,1,54812,Spain,Female,PhD,Married,No
100822,564,50,77,133696,4,1,1,10,4,39187,Germany,Female,High School,Single,No
100823,570,67,24,92074,2,0,0,4,2,61357,Germany,Female,High School,Single,No
100824,584,65,47,52128,4,1,1,0,0,74708,France,Male,High School,Single,No
100825,680,58,64,20890,2,0,0,8,1,46250,Spain,Male,Master,Divorced,Yes
100826,495,36,66,75610,3,1,1,8,1,59751,France,Female,Bachelor,Single,No
100827,588,39,89,42808,2,1,1,2,2,48968,France,Male,Bachelor,Married,No
100828,425,22,145,210893,4,1,0,3,0,98724,Spain,Male,Master,Married,Yes
100829,358,19,136,14218,4,0,1,3,1,66240,Spain,Female,Master,Married,No
100830,423,47,37,4150,3,0,0,9,2,61799,Germany,Male,Master,Married,Yes
100831,791,64,86,3623,4,1,0,7,3,50285,Spain,Female,Master,Single,No
100832,841,56,148,51087,3,1,1,5,4,77678,Spain,Female,Master,Married,Yes
100833,750,21,64,140058,3,1,1,1,2,59986,Germany,Female,Master,Divorced,No
100834,602,50,148,97,4,1,1,3,1,58702,France,Female,Bachelor,Married,No
100835,579,30,26,64690,1,1,1,0,0,58534,Spain,Male,PhD,Married,No
100836,356,37,105,53511,4,1,0,2,3,37880,Germany,Male,Bachelor,Single,No
100837,523,71,122,65895,4,1,1,3,0,89917,Germany,Female,Bachelor,Single,No
100838,490,24,43,21957,2,1,1,7,0,78392,Spain,Male,Bachelor,Married,No
100839,517,32,99,85878,4,1,0,2,0,60178,Spain,Male,Bachelor,Married,No
100840,519,40,27,2287,2,0,1,4,2,57938,Germany,Female,Bachelor,Single,No
100841,742,31,172,70413,2,1,1,0,2,42368,France,Female,Master,Married,No
100842,783,40,16,15535,4,1,1,3,4,30480,France,Male,High School,Single,No
100843,632,36,126,32393,3,0,0,1,3,42381,France,Male,Master,Divorced,No
100844,471,71,122,86478,1,1,1,3,0,82873,Spain,Female,High School,Married,No
100845,543,46,167,15829,4,1,1,4,1,52266,France,Female,High School,Single,No
100846,354,73,130,10241,4,1,1,2,0,81648,France,Female,Master,Divorced,No
100847,378,37,75,57177,3,1,0,5,3,59400,Spain,Male,High School,Single,No
100848,514,46,45,38114,2,0,1,11,0,42632,Germany,Male,Master,Married,No
100849,771,41,157,36119,3,1,0,1,2,45320,Germany,Female,High School,Single,No
100850,688,35,68,14837,3,0,0,4,2,64932,France,Male,Master,Single,No
100851,485,27,136,1775,2,1,1,3,3,27610,France,Male,High School,Single,No
100852,845,58,84,26404,4,1,1,4,4,44659,Germany,Male,High School,Single,No
100853,714,74,10,5634,3,1,1,8,0,50928,France,Male,Master,Divorced,No
100854,670,25,68,118217,3,1,1,5,3,76411,France,Female,High School,Married,No
100855,691,43,98,2106,4,0,1,6,1,65659,Spain,Male,Master,Single,No
100856,849,46,90,28251,4,0,0,10,1,63748,Germany,Male,Master,Married,Yes
100857,494,27,158,2683,1,0,1,7,4,69268,France,Female,High School,Married,No
100858,676,34,160,5021,3,1,1,8,2,80682,Germany,Female,Bachelor,Divorced,No
100859,566,19,166,53774,1,1,1,4,3,61011,France,Female,High School,Married,No
100860,650,23,93,52080,2,1,1,7,0,39314,France,Female,High School,Married,No
100861,481,22,173,1681,4,1,1,1,3,63758,Spain,Female,Bachelor,Single,No
100862,641,45,164,57,4,1,1,9,4,43192,Germany,Male,Bachelor,Single,No
100863,419,58,114,4105,1,0,0,8,3,18619,France,Male,PhD,Married,Yes
100864,601,22,30,71985,3,1,0,1,4,63779,Germany,Male,High School,Married,Yes
100865,764,35,10,43923,2,0,0,11,4,70335,France,Female,High School,Married,Yes
100866,624,43,86,1943,3,1,1,4,4,66937,Spain,Female,Bachelor,Married,No
100867,794,37,120,33481,3,0,1,5,3,70107,Spain,Male,High School,Married,No
100868,713,58,129,62245,1,1,1,3,1,82294,France,Female,Bachelor,Divorced,No
100869,531,66,104,101609,3,0,0,7,0,40619,Spain,Female,Bachelor,Divorced,Yes
100870,516,44,26,135933,1,0,1,9,4,52240,Germany,Male,Master,Married,No
100871,440,66,1,19833,4,1,1,2,2,34258,Germany,Male,Bachelor,Married,No
100872,551,29,102,7299,4,0,0,10,4,68987,Spain,Male,Bachelor,Married,Yes
100873,695,24,100,13520,4,1,1,4,3,84576,Germany,Female,Bachelor,Single,No
100874,368,20,20,74844,2,1,0,1,4,49110,Germany,Male,Master,Divorced,Yes
100875,388,27,57,177865,2,1,0,2,2,74446,France,Female,Master,Single,No
100876,475,51,132,31405,3,1,0,7,1,44613,France,Male,High School,Married,Yes
100877,800,42,179,18218,1,1,0,10,3,72910,Germany,Male,Bachelor,Single,Yes
100878,522,52,172,28035,3,0,1,4,3,15323,Spain,Male,Bachelor,Married,No
100879,490,33,84,18179,4,0,0,2,3,90453,France,Male,Bachelor,Single,No
100880,591,19,92,14818,3,1,1,4,2,38195,France,Male,High School,Married,No
100881,569,41,19,45039,3,1,0,8,3,63379,Germany,Male,Master,Single,No
100882,475,27,60,793,3,1,1,2,1,88096,France,Female,High School,Divorced,No
100883,407,55,37,15025,4,1,1,11,0,36640,Spain,Female,High School,Divorced,Yes
100884,497,39,147,54144,1,1,1,9,0,95191,Spain,Female,High School,Married,No
100885,825,43,24,1629,3,1,0,6,4,102062,Spain,Female,High School,Married,Yes
100886,805,60,129,4343,4,1,1,7,0,73780,France,Female,High School,Single,Yes
100887,666,72,120,17364,2,1,1,4,2,60336,Spain,Female,Master,Divorced,No
100888,732,56,159,105107,1,1,0,2,0,56304,Germany,Female,PhD,Married,No
100889,710,44,25,72384,4,1,1,10,2,71485,Germany,Male,Bachelor,Single,No
100890,772,46,168,1120,3,1,1,5,2,74924,Spain,Male,High School,Married,No
100891,350,64,66,34829,4,0,1,11,4,19739,Germany,Female,Master,Single,No
100892,736,55,0,16058,1,1,0,2,0,54303,Germany,Female,High School,Married,No
100893,810,37,50,52298,3,0,0,8,4,48306,Spain,Male,High School,Single,No
100894,697,44,4,63927,2,0,0,1,3,45411,Spain,Female,High School,Married,No
100895,539,58,12,99339,2,1,0,2,1,45806,Germany,Female,Bachelor,Married,No
100896,540,71,146,32258,2,0,1,6,0,34118,Spain,Male,Master,Single,No
100897,718,37,139,259699,4,1,1,9,3,90997,Spain,Male,Master,Divorced,No
100898,758,61,47,195566,1,1,0,7,3,48254,Spain,Female,Bachelor,Married,No
100899,661,36,152,106924,2,1,0,4,4,57103,France,Female,Bachelor,Married,No
100900,766,37,56,42768,3,1,0,4,4,53750,Spain,Male,High School,Divorced,No
100901,771,52,114,25375,3,1,1,4,1,49025,Spain,Male,Bachelor,Married,No
100902,466,64,34,22658,3,1,1,3,1,68339,France,Female,Master,Married,No
100903,483,19,75,610,4,1,0,8,1,53756,France,Male,Bachelor,Single,Yes
100904,407,47,93,14329,1,0,0,5,1,72107,France,Female,High School,Married,Yes
100905,393,70,4,63436,1,1,1,11,4,91401,France,Female,High School,Married,No
100906,522,51,21,46271,2,1,1,7,2,37997,Spain,Male,Bachelor,Married,No
100907,509,39,102,124099,1,0,1,7,4,66456,France,Male,Bachelor,Married,Yes
100908,522,20,174,2566,3,0,0,4,2,65865,Germany,Female,Bachelor,Divorced,Yes
100909,666,23,130,8437,3,1,0,11,4,36492,Spain,Male,Master,Single,No
100910,652,32,123,77853,4,0,1,8,4,72923,Germany,Female,Bachelor,Single,No
100911,498,44,52,22198,3,0,1,1,1,54754,France,Male,Bachelor,Married,No
100912,429,27,158,6298,1,0,0,7,2,91586,Germany,Male,Master,Single,No
100913,723,26,68,282048,3,1,0,2,3,79980,France,Female,Master,Single,No
100914,562,50,103,77382,2,1,1,6,3,59990,Spain,Female,High School,Divorced,Yes
100915,552,49,160,26275,4,1,0,8,3,55672,Spain,Female,Bachelor,Married,Yes
100916,601,65,177,86679,4,0,1,10,1,94652,Germany,Female,Bachelor,Married,Yes
100917,578,23,15,57066,1,1,0,4,3,48414,Spain,Male,High School,Married,No
100918,513,58,115,78026,3,1,1,10,4,65289,France,Female,Master,Single,No
100919,576,53,75,84426,3,1,0,7,1,58697,France,Male,High School,Married,No
100920,496,19,108,4427,1,1,1,3,3,83897,France,Female,Master,Married,No
100921,369,46,38,48772,1,1,0,0,1,85434,Spain,Male,High School,Single,Yes
100922,790,21,88,340,2,1,0,0,4,70848,Germany,Male,Bachelor,Married,Yes
100923,751,18,173,2221,1,1,1,5,1,49444,France,Male,High School,Single,No
100924,396,36,111,117160,3,0,1,7,3,56870,France,Female,Bachelor,Single,No
100925,582,43,46,37493,2,1,0,9,1,35396,Germany,Male,High School,Single,Yes
100926,654,42,171,66572,4,1,1,1,0,64978,Spain,Female,High School,Married,No
100927,363,27,136,91163,3,1,0,10,3,43868,France,Female,PhD,Divorced,Yes
100928,492,70,127,149375,4,1,1,3,4,104777,Spain,Male,High School,Married,Yes
100929,764,32,177,101763,4,1,0,2,2,49047,Germany,Female,Bachelor,Single,No
100930,350,39,76,33016,4,1,0,8,1,80516,Spain,Male,Bachelor,Single,Yes
100931,722,68,14,20471,3,1,1,2,1,90570,Spain,Male,High School,Married,No
100932,403,65,35,8391,4,1,1,10,3,76577,France,Female,High School,Single,No
100933,723,38,62,25568,3,0,1,7,3,49867,France,Female,High School,Single,No
100934,608,73,68,22824,4,1,1,6,0,48438,Spain,Female,Bachelor,Married,No
100935,493,39,168,41001,1,1,1,0,4,118882,Spain,Male,Master,Married,No
100936,820,53,73,54757,1,1,0,7,1,99479,France,Male,Master,Married,No
100937,790,51,23,191581,3,0,0,8,1,66069,France,Female,PhD,Married,Yes
100938,808,47,48,65169,4,0,1,7,2,53233,Spain,Female,Bachelor,Single,Yes
100939,361,42,145,51606,4,0,0,9,1,42600,Germany,Male,PhD,Married,Yes
100940,679,62,6,20405,4,0,1,9,1,47604,France,Female,High School,Married,No
100941,573,45,3,1756,1,0,1,0,0,74206,Spain,Female,Bachelor,Single,No
100942,621,18,89,16993,4,1,0,10,2,106258,Spain,Male,Bachelor,Married,Yes
100943,805,66,59,73148,4,0,1,10,1,57624,Spain,Female,High School,Single,No
100944,707,62,54,11488,3,1,0,6,1,83970,Germany,Male,Master,Single,No
100945,809,21,15,62272,4,1,0,8,4,77970,Spain,Male,High School,Single,No
100946,757,24,28,43349,1,0,0,4,1,54150,France,Female,Bachelor,Divorced,No
100947,505,66,150,9428,4,1,0,1,0,79981,Germany,Male,Bachelor,Married,No
100948,722,26,13,15165,1,1,0,7,1,80603,France,Female,High School,Married,No
100949,357,53,78,34289,1,1,1,8,1,78336,Spain,Male,High School,Single,No
100950,471,36,176,27096,2,0,1,6,3,51748,Germany,Male,High School,Single,Yes
100951,697,18,32,75381,1,0,1,11,1,74342,Spain,Female,PhD,Married,No
100952,513,27,152,66289,2,1,0,4,2,83781,Spain,Male,Bachelor,Married,No
100953,439,53,20,42733,2,0,0,7,3,79115,Germany,Female,Bachelor,Married,No
100954,485,26,144,86376,4,0,1,5,2,81556,Spain,Male,High School,Single,No
100955,535,62,22,41353,2,0,0,11,2,55940,Spain,Female,Bachelor,Married,No
100956,665,63,56,166755,3,1,1,3,0,81451,Germany,Female,High School,Divorced,No
100957,527,59,141,12245,1,0,1,0,1,85801,Germany,Male,Master,Single,No
100958,377,49,92,62611,3,1,1,5,2,50862,France,Male,High School,Married,No
100959,569,49,19,23097,2,0,0,7,1,32319,France,Female,Bachelor,Single,No
100960,706,23,157,16353,4,1,0,2,1,92712,Spain,Male,Bachelor,Single,No
100961,390,65,18,9946,1,0,1,11,0,50749,France,Female,Bachelor,Married,No
100962,577,55,102,40204,3,1,1,6,0,45148,Spain,Female,Bachelor,Married,No
100963,541,34,76,12133,4,1,0,11,2,64246,Spain,Male,Master,Married,Yes
100964,760,27,150,11179,2,1,1,6,2,54601,France,Female,High School,Single,No
100965,796,67,32,232991,4,0,0,8,3,21475,France,Female,Bachelor,Married,Yes
100966,494,44,17,80911,3,1,1,0,1,77836,France,Male,Bachelor,Single,No
100967,550,71,72,68971,4,0,1,4,1,77336,France,Female,Bachelor,Single,Yes
100968,766,67,160,79009,3,1,0,7,0,39373,France,Female,High School,Divorced,Yes
100969,561,52,159,173564,4,0,0,2,0,59491,Germany,Female,High School,Married,No
100970,810,69,16,42581,1,1,0,4,2,39656,Germany,Male,Master,Married,No
100971,569,38,18,12439,4,0,0,0,3,42825,Germany,Male,Bachelor,Married,Yes
100972,589,42,69,99101,1,0,0,8,3,47962,Spain,Male,High School,Single,Yes
100973,762,45,119,67882,3,1,0,3,0,70572,Germany,Male,High School,Divorced,Yes
100974,746,64,100,26748,1,1,0,4,0,100224,Germany,Female,High School,Married,Yes
100975,395,32,33,32082,4,1,1,2,3,51735,France,Female,High School,Single,No
100976,384,21,83,26488,1,1,1,1,3,76779,Germany,Female,Bachelor,Single,Yes
100977,602,46,152,132922,3,1,1,11,2,75953,Germany,Female,High School,Single,No
100978,739,26,73,21044,4,1,0,6,3,17405,France,Male,Master,Single,Yes
100979,431,44,87,165501,1,0,0,10,1,32300,France,Female,Master,Single,Yes
100980,720,43,84,120548,1,0,1,4,3,100926,Germany,Female,Bachelor,Single,No
100981,605,36,10,49783,2,1,1,10,4,49876,France,Male,Master,Single,Yes
100982,546,73,90,43354,1,1,1,9,3,69062,France,Male,Bachelor,Single,No
100983,652,45,143,23109,2,1,0,2,0,66736,France,Female,Bachelor,Single,Yes
100984,758,34,126,925,3,1,1,1,0,17439,Spain,Female,High School,Single,No
100985,799,60,112,6827,2,1,1,9,4,46359,Germany,Female,High School,Single,No
100986,359,74,79,70168,3,1,1,5,1,74533,France,Female,High School,Single,No
100987,661,58,6,31889,1,1,1,9,3,41244,Spain,Male,High School,Married,Yes
100988,635,59,15,8116,1,0,1,5,3,52438,Spain,Male,Master,Married,No
100989,591,67,15,15324,2,1,1,2,4,35918,Spain,Female,High School,Single,No
100990,600,37,167,147669,3,1,1,8,2,43190,France,Male,High School,Single,No
100991,714,62,11,22875,1,1,0,0,2,49465,France,Female,Master,Divorced,Yes
100992,354,57,34,119126,2,1,0,2,1,22817,France,Female,Bachelor,Married,Yes
100993,468,56,20,18166,2,1,1,0,3,83431,Spain,Female,Bachelor,Married,No
100994,638,66,177,39178,2,0,0,6,3,32228,Spain,Female,High School,Married,Yes
100995,723,70,170,1034,1,0,1,1,3,56551,France,Male,Master,Single,Yes
100996,414,40,16,36894,3,1,1,10,0,45102,Germany,Female,High School,Married,No
100997,495,64,31,50660,1,1,1,10,2,81537,France,Male,Bachelor,Married,No
100998,573,49,40,13349,4,1,1,11,4,35352,Germany,Female,Bachelor,Single,No
100999,588,69,133,43249,4,1,1,3,0,44359,Spain,Male,Bachelor,Married,No
101000,526,64,26,52088,1,0,1,3,0,33257,Germany,Female,Master,Married,No
101001,616,50,147,58059,3,1,1,7,2,11838,Germany,Male,High School,Single,No
101002,690,74,152,74896,2,0,1,10,3,70182,Spain,Female,Master,Single,No
101003,631,63,65,18650,4,1,1,3,1,60646,Germany,Female,Bachelor,Single,No
101004,412,22,136,41941,4,1,0,2,4,64382,Germany,Female,Bachelor,Single,Yes
101005,566,60,91,199713,1,0,0,9,2,76210,France,Male,PhD,Single,Yes
101006,691,65,60,114210,4,1,0,11,1,62162,France,Male,Bachelor,Single,No
101007,664,51,165,152526,4,1,0,2,2,51120,France,Male,Master,Single,No
101008,632,57,2,24399,2,0,1,4,2,65193,France,Female,High School,Divorced,Yes
101009,526,28,102,77306,2,1,1,5,2,49870,Germany,Female,Master,Married,No
101010,810,67,54,48366,3,1,0,6,2,82247,France,Male,Master,Married,No
101011,766,20,0,4318,4,1,1,4,3,52758,France,Female,PhD,Single,No
101012,447,50,100,86858,3,1,1,6,0,57615,Spain,Female,Master,Single,No
101013,454,28,44,56521,3,1,1,3,2,72731,France,Male,High School,Married,No
101014,448,33,174,11090,2,1,1,4,1,106722,France,Male,Bachelor,Single,No
101015,734,35,25,4155,2,1,1,5,1,39556,France,Female,Master,Single,Yes
101016,754,47,120,90707,1,1,0,8,1,35633,Germany,Male,Bachelor,Married,No
101017,845,65,141,4109,2,1,1,5,0,55100,Germany,Female,Bachelor,Single,No
101018,660,72,45,4790,3,1,0,9,0,45035,Spain,Female,High School,Single,No
101019,355,27,121,27879,4,1,1,10,1,73999,Germany,Female,Bachelor,Divorced,No
